Class	namco	Type	Descriptor	BaseId	PopulateId	Spawned	Beta	Code	ClientOnly	NoMap	SizeX	SizeY	Height	NoOverlays	OverlayHeight	Velocity	Run	CanStealFrom	ColdEffect	Rarity	Level	Level(N)	Level(H)	MeleeRng	MinGrp	MaxGrp	HD	TR	LG	RA	LA	RH	LH	SH	S1	S2	S3	S4	S5	S6	S7	S8	TotalPieces	SpawnComponents	BaseW	AIParam1	Comment	AIParam2	Comment	AIParam3	Comment	AIParam4	Comment	AIParam5	Comment	ModeDH	ModeN	ModeW	ModeGH	ModeA1	ModeA2	ModeB	ModeC	ModeS1	ModeS2	ModeS3	ModeS4	ModeDD	ModeKB	ModeSQ	ModeRN	ElMode	ElType	ElOver	ElPct	ElMinD	ElMaxD	ElDur	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	A1Move	A2Move	S1Move	S2Move	S3Move	S4Move	Cmove	Align	IsMelee	IsSel	IsSel2	NeverSel	CorpseSel	IsAtt	IsNPC	IsCritter	InTown	Bleed	Shadow	Light	NoUniqueShift	CompositeDeath	Skill1	Skill1Seq	Skill1Lvl	Skill2	Skill2Seq	Skill2Lvl	Skill3	Skill3Seq	Skill3Lvl	Skill4	Skill4Seq	Skill4Lvl	Skill5	Skill5Seq	Skill5Lvl	LightR	LightG	LightB	DamageResist	MagicResist	FireResist	LightResist	ColdResist	PoisonResist	DamageResist(N)	MagicResist(N)	FireResist(N)	LightResist(N)	ColdResist(N)	PoisonResist(N)	DamageResist(H)	MagicResist(H)	FireResist(H)	LightResist(H)	ColdResist(H)	PoisonResist(H)	DamageRegen	eLUndead	eHUndead	eDemon	eMagicUsing	eLarge	eSmall	eFlying	eOpenDoors	eSpawnCol	eBoss	PixHeight	Interact	MinHP	MaxHP	AC	Exp	ToBlock	A1MinD	A1MaxD	A1ToHit	A2MinD	A2MaxD	A2ToHit	S1MinD	S1MaxD	S1ToHit	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1ToHit(N)	A2MinD(N)	A2MaxD(N)	A2ToHit(N)	S1MinD(N)	S1MaxD(N)	S1ToHit(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1ToHit(H)	A2MinD(H)	A2MaxD(H)	A2ToHit(H)	S1MinD(H)	S1MaxD(H)	S1ToHit(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	SpawnPctBonus	Soft	Heart	BodyPart	Killable	Switch	Restore	NeverCount	HitClass	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	DeadCollision	UnflatDead	BloodLocal	DeathDamage	PetIgnore	NoGfxHitTest	HitTestTop	HitTestLeft	HitTestWidth	HitTestHeight	GenericSpawn	AutomapCel	SparsePopulate	Zoo	ObjectCollision	Inert
GoreBearer	GoreBearer	Seige Beast		217	8	1	0	ox	0	0	3	3	2	0	2	5	10	1	50	0	38	70	90	0	1	1	0	1	0	1	1	0	0	0	1	1	1	1	0	0	1	0	8	0	hth	40	hitpoint % to cause fear	50	chance to attack	1	chance to stomp	20	ideal dist from player	0		1	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	1	301	0	4	107	56	5	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	100	0	2	0	0	0	0	1	0	0	0	0	0	128	0	295	295	200	0	98	21	29	193	0	0	0	0	0	0	1760	1760	398	0	41	54	528	0	0	0	0	0	0	3948	3948	551	0	69	92	903	0	0	0	0	0	0	Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C		0	1	xxx	xxx	1	1	1	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DeamonSteed	DeamonSteed	Seige Beast		217	9	1	0	ox	0	0	3	3	2	0	2	6	11	1	50	0	38	70	90	0	1	1	0	1	0	1	1	0	0	0	1	1	1	1	0	0	1	0	8	0	hth	40	hitpoint % to cause fear	50	chance to attack	1	chance to stomp	20	ideal dist from player	0		1	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	1	301	0	5	107	56	7	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	100	0	2	0	0	0	0	1	0	0	0	0	0	128	0	295	295	200	0	98	21	29	193	0	0	0	0	0	0	1760	1760	398	0	41	54	528	0	0	0	0	0	0	3948	3948	551	0	69	92	903	0	0	0	0	0	0	Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C		0	1	xxx	xxx	1	1	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SnowYeti1	SnowYeti1	SnowYeti1		218	10	1	0	io	0	0	3	3	3	0	2	5	8	1	20	0	40	70	90	0	3	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	90		40		0		0		0		1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	4	9	0	100	8	12	50	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	20	0	0	75	0	0	0	0	0	85	0	50	0	0	0	100	0	2	0	0	0	0	1	0	0	0	0	0	96	0	155	186	255	2562	57	8	22	111	11	24	75	0	0	0	880	1056	483	12528	15	39	290	19	43	195	0	0	0	1974	2369	669	33613	25	66	496	32	73	334	0	0	0	Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B		0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SnowYeti2	SnowYeti2	SnowYeti2		218	11	1	0	io	0	0	3	3	3	0	2	6	6	1	20	0	41	70	90	0	3	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	90		40		0		0		0		1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	4	9	0	100	12	16	100	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	30	0	0	75	0	0	0	0	0	85	0	50	0	0	0	100	0	2	0	0	0	0	1	0	0	0	0	0	96	0	159	191	261	2818	58	8	22	114	11	25	77	0	0	0	880	1056	483	12528	15	39	290	19	43	195	0	0	0	1974	2369	669	33613	25	66	496	32	73	334	0	0	0	Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B		0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SnowYeti3	SnowYeti3	SnowYeti3		218	12	1	0	io	0	0	3	3	3	0	2	7	7	1	15	0	42	70	90	0	3	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	90		40		0		0		0		1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	4	9	0	100	16	20	150	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	75	0	0	0	0	0	85	0	50	0	0	0	100	0	2	0	0	0	0	1	0	0	0	0	0	96	0	163	195	268	3099	60	9	23	117	11	25	79	0	0	0	880	1056	483	12528	15	39	290	19	43	195	0	0	0	1974	2369	669	33613	25	66	496	32	73	334	0	0	0	Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C		0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SnowYeti4	SnowYeti4	SnowYeti4		218	13	1	0	io	0	0	3	3	3	0	2	7	7	1	15	0	43	70	90	0	3	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	90		40		0		0		0		1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	4	9	0	100	20	24	200	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	75	0	0	0	0	0	85	0	50	0	0	0	100	0	2	0	0	0	0	1	0	0	0	0	0	96	0	166	200	274	3409	61	9	23	120	11	26	80	0	0	0	880	1056	483	12528	15	39	290	19	43	195	0	0	0	1974	2369	669	33613	25	66	496	32	73	334	0	0	0	Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C		0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WolfRider1	WolfRider1	WolfRider1		219	14	0	0	wr	0	0	2	2	3	0	2	1	1	1	50	1	23	56	89	0	3	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	100		55		12		0		0		1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	4	7	0	100	24	32	300	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	96	0	55	82	147	419	34	5	13	65	6	14	43	0	0	0	423	635	387	4021	12	32	232	15	35	156	0	0	0	1171	1757	662	26243	25	66	491	32	72	330	0	0	0	Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A		0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WolfRider2	WolfRider2	WolfRider2		219	15	0	0	wr	0	0	2	2	3	0	2	1	1	1	50	1	23	56	89	0	3	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	90		90		12		0		0		1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	4	7	0	100	24	32	300	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	96	0	55	82	147	419	34	5	13	65	6	14	43	0	0	0	423	635	387	4021	12	32	232	15	35	156	0	0	0	1171	1757	662	26243	25	66	491	32	72	330	0	0	0	Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B		0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WolfRider3	WolfRider3	WolfRider3		219	16	0	0	wr	0	0	2	2	3	0	2	1	1	1	50	1	23	56	89	0	3	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	90		90		12		0		0		1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	4	7	0	100	24	32	300	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	96	0	55	82	147	419	34	5	13	65	6	14	43	0	0	0	423	635	387	4021	12	32	232	15	35	156	0	0	0	1171	1757	662	26243	25	66	491	32	72	330	0	0	0	Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C		0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Minionexp	Minion	Minion		220	17	1	0	xx	0	0	3	3	2	0	2	7	10	1	50	1	31	64	90	0	2	4	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	5	0	hth	70	attack prob	15	delay between attack thinks	50	walk prob	15	delay general	0		1	1	1	1	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	100	0	2	0	0	0	0	1	0	0	0	0	0	64	0	121	152	186	1172	49	15	19	95	18	22	102	0	0	0	805	1006	416	9006	31	40	290	37	47	314	0	0	0	1974	2467	630	36262	57	73	542	69	87	587	0	0	0	Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A		0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0
Slayerexp	Slayer	Minion		220	18	1	0	xx	0	0	3	3	2	0	2	7	10	1	50	1	33	66	90	0	2	4	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	5	0	hth	70	attack prob	15	delay between attack thinks	50	walk prob	15	delay general	0		1	1	1	1	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	100	0	0	0	2	0	0	0	0	1	0	0	0	0	0	64	0	129	161	198	1418	52	16	20	101	19	24	109	0	0	0	830	1038	429	10311	32	41	299	38	48	323	0	0	0	1974	2467	630	36262	57	73	542	69	87	587	0	0	0	Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A		0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0
IceBoar	IceBoar	Minion		220	19	1	0	xx	0	0	3	3	2	0	2	7	10	1	50	1	35	68	90	0	2	4	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	5	0	hth	70	attack prob	15	delay between attack thinks	50	walk prob	15	delay general	0		1	1	1	1	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	100	0	2	0	0	0	0	1	0	0	0	0	0	64	0	136	170	210	1716	55	17	21	107	20	25	115	0	0	0	855	1069	442	11805	33	42	308	39	50	333	0	0	0	1974	2467	630	36262	57	73	542	69	87	587	0	0	0	Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B		0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0
FireBoar	FireBoar	Minion		220	20	1	0	xx	0	0	3	3	2	0	2	7	10	1	50	1	36	69	90	0	2	4	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	5	0	hth	70	attack prob	15	delay between attack thinks	50	walk prob	15	delay general	0		1	1	1	1	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	100	0	0	0	2	0	0	0	0	1	0	0	0	0	0	64	0	140	175	216	1887	56	17	22	110	20	26	119	0	0	0	868	1084	449	12631	33	43	312	40	51	338	0	0	0	1974	2467	630	36262	57	73	542	69	87	587	0	0	0	Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B		0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0
HellSpawn	HellSpawn	Minion		220	21	1	0	xx	0	0	3	3	2	0	2	7	10	1	50	1	37	70	90	0	2	4	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	5	0	hth	70	attack prob	15	delay between attack thinks	50	walk prob	15	delay general	0		1	1	1	1	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	100	0	0	0	2	0	0	1	0	1	0	0	0	0	0	64	0	144	180	222	2076	58	17	22	113	21	26	122	0	0	0	880	1100	455	13515	34	43	317	41	51	343	0	0	0	1974	2467	630	36262	57	73	542	69	87	587	0	0	0	Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C		0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0
IceSpawn	IceSpawn	Minion		220	22	1	0	xx	0	0	3	3	2	0	2	7	10	1	50	1	40	70	90	0	2	4	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	5	0	hth	70	attack prob	15	delay between attack thinks	50	walk prob	15	delay general	0		1	1	1	1	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	100	0	2	0	0	0	0	1	0	0	0	0	0	64	0	155	194	240	2763	62	19	24	122	23	29	132	0	0	0	880	1100	455	13515	34	43	317	41	51	343	0	0	0	1974	2467	630	36262	57	73	542	69	87	587	0	0	0	Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C		0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0
GreaterHellSpawn	GreaterHellSpawn	Minion		220	23	1	0	xx	0	0	3	3	2	0	2	7	10	1	50	1	41	70	90	0	3	5	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	5	0	hth	70	attack prob	15	delay between attack thinks	50	walk prob	15	delay general	0		1	1	1	1	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	100	0	0	0	2	0	0	1	0	1	0	0	0	0	0	64	0	159	198	246	3040	64	19	25	125	23	29	135	0	0	0	880	1100	455	13515	34	43	317	41	51	343	0	0	0	1974	2467	630	36262	57	73	542	69	87	587	0	0	0	Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B		0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0
GreaterIceSpawn	GreaterIceSpawn	Minion		220	24	1	0	xx	0	0	3	3	2	0	2	7	10	1	50	1	42	70	90	0	3	5	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	5	0	hth	70	attack prob	15	delay between attack thinks	50	walk prob	15	delay general	0		1	1	1	1	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	100	0	2	0	0	0	0	1	0	0	0	0	0	64	0	163	203	252	3344	65	20	25	128	24	30	138	0	0	0	880	1100	455	13515	34	43	317	41	51	343	0	0	0	1974	2467	630	36262	57	73	542	69	87	587	0	0	0	Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B		0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0
FanaticMinion	FanaticMinion	SuicideMinion		221	25	1	0	xy	0	0	3	3	2	0	2	10	10	1	50	1	31	64	90	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	hth	0	noelemtattack	5	delay	50	walk prob	4	radius	15	framesuntillexplode	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	168	255	0	0	25	0	0	0	0	0	25	0	0	0	50	0	100	0	0	0	2	0	0	0	0	1	0	0	0	0	0	64	0	24	36	156	1250	80	59	88	158	8	19	58	0	0	0	161	242	348	9602	124	186	483	17	40	179	0	0	0	395	592	528	38663	229	343	903	32	73	334	0	0	0													0	1	xxx	xxx	1	0	1	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0
BerserkSlayer	BerserkSlayer	SuicideMinion		221	26	1	0	xy	0	0	3	3	2	0	2	10	10	1	50	1	33	66	90	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	hth	0	no elementattac	5	delay	50	walk prob	4	radius	15	framesuntillexplode	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	168	255	0	0	30	0	0	0	0	0	30	0	0	0	50	0	100	0	0	0	2	0	0	0	0	1	0	0	0	0	0	64	0	26	39	166	1512	85	63	94	168	9	20	62	0	0	0	166	249	359	10993	128	191	498	18	41	184	0	0	0	395	592	528	38663	229	343	903	32	73	334	0	0	0													0	1	xxx	xxx	1	0	1	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0
ConsumedFireBoar	ConsumedFireBoar	SuicideMinion		221	27	1	0	xy	0	0	3	3	2	0	2	10	10	1	50	1	35	68	90	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	hth	1	fire explosion	5	delay	50	walk prob	5	radius	15	framesuntillexplode	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	168	255	0	0	35	0	0	0	0	0	35	0	0	0	50	0	100	0	0	0	2	0	0	0	0	1	0	0	0	0	0	64	0	27	41	176	1829	90	66	99	178	9	21	66	0	0	0	171	257	370	12586	131	197	513	18	42	190	0	0	0	395	592	528	38663	229	343	903	32	73	334	0	0	0													0	1	xxx	xxx	1	0	1	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0
ConsumedIceBoar	ConsumedIceBoar	SuicideMinion		221	28	1	0	xy	0	0	3	3	2	0	2	10	10	1	50	1	36	69	90	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	hth	50	ice exp and length	5	delay	50	walk prob	5	radius	15	framesuntillexplode	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	168	255	0	0	40	0	0	0	0	0	40	0	0	0	50	0	100	0	0	0	2	0	0	0	0	1	0	0	0	0	0	64	0	28	42	181	2012	93	68	102	183	10	22	68	0	0	0	174	260	376	13467	133	200	520	19	43	192	0	0	0	395	592	528	38663	229	343	903	32	73	334	0	0	0													0	1	xxx	xxx	1	0	1	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0
